0,-10,0,0,0,0,0,0,0,0,0
0,-10,0,0,0,0,0,2,0,0,0
0,-10,0,1,0,0,0,2,0,0,0
0,-10,0,1,0,0,676,2,0,-1,0
0,-10,82106,0,0,0,0,0,0,0,0
0,-10,82106,0,0,0,676,0,0,-1,0
0,-10,82106,0,0,0,676,0,0,0,0
0,-10,82106,1,0,0,0,0,0,0,0
0,-1090,0,0,0,0,0,0,0,10130,0
0,-1090,0,0,0,0,483,-61,0,10130,0
0,-1090,0,0,0,0,483,0,0,0,0
0,-1090,0,1,0,0,0,-61,0,10130,0
0,-1090,0,1,0,0,0,0,0,0,0
0,-1090,0,1,0,0,0,0,0,10130,0
0,-1090,0,1,0,0,483,-61,0,10130,0
0,-1090,0,1,0,0,483,0,0,0,0
0,-1090,83096,0,0,0,0,-61,0,0,0
0,-1090,83096,0,0,0,0,-61,0,10130,0
0,-1090,83096,0,0,0,483,-61,0,0,0
0,-1090,83096,1,0,0,483,-61,0,0,0
0,-1290,0,0,0,0,0,0,31,10123,0
0,-1290,0,0,0,0,456,6,0,10123,0
0,-1290,0,3,0,0,0,6,0,10123,0
0,-1290,0,3,0,0,456,6,31,10123,0
0,-1290,83248,3,0,0,0,6,31,10123,0
0,-1290,83248,3,0,0,456,6,0,0,0
0,-1290,83248,3,0,0,456,6,0,10123,0
0,-1320,0,0,0,0,0,0,0,0,0
0,-1320,0,0,0,0,0,0,51,10097,0
0,-1320,0,0,0,0,389,0,51,10097,0
0,-1320,0,0,0,0,389,4,51,0,0
0,-1320,0,0,0,900,389,0,0,0,0
0,-1320,0,2,0,900,0,0,0,0,0
0,-1320,0,2,900,0,0,4,0,10097,0
0,-1320,0,2,900,0,389,4,0,0,0
0,-1320,0,2,900,900,0,0,51,0,0
0,-1320,0,2,900,900,0,4,0,10097,0
0,-1320,91753,0,0,0,389,4,0,0,0
0,-1320,91753,0,900,0,0,0,0,0,0
0,-1320,91753,0,900,900,0,4,0,0,0
0,-1320,91753,2,0,0,0,0,51,10097,0
0,-1320,91753,2,0,0,389,4,51,10097,0
0,-1320,91753,2,900,900,0,0,51,10097,0
0,-1430,0,0,0,0,67,-25,0,10128,0
0,-1430,0,3,0,267,0,0,41,0,0
0,-1430,0,3,0,267,0,0,41,10128,0
0,-1430,0,3,0,267,67,-25,0,10128,0
0,-1430,0,3,0,267,67,0,41,10128,0
0,-1430,91765,0,0,0,67,-25,41,10128,0
0,-1430,91765,3,0,0,0,-25,0,10128,0
0,-1430,91765,3,0,0,0,0,0,0,0
0,-1430,91765,3,0,0,67,0,41,0,0
0,-1480,0,0,0,900,0,0,0,0,0
0,-1480,0,0,900,900,0,-38,0,10103,0
0,-1480,0,2,0,0,0,-38,0,10103,0
0,-1480,0,2,0,0,0,0,0,10103,0
0,-1480,0,2,900,0,0,0,0,0,0
0,-1480,0,2,900,0,251,-38,0,10103,0
0,-1480,0,2,900,0,251,0,0,0,0
0,-1480,0,2,900,900,0,-38,0,0,0
0,-1480,85152,0,900,0,0,0,0,0,0
0,-1480,85152,0,900,0,251,-38,0,10103,0
0,-1480,85152,0,900,900,0,0,0,0,0
0,-1480,85152,2,0,0,0,0,0,10103,0
0,-1480,85152,2,0,900,251,-38,0,0,0
0,-1490,0,0,0,0,0,-14,26,0,0
0,-1490,0,10,0,0,0,-14,26,0,0
0,-1490,0,10,0,0,0,0,26,0,0
0,-1490,0,10,533,0,107,-14,26,0,0
0,-1490,66390,0,0,0,0,0,0,0,0
0,-1490,66390,0,0,0,107,-14,0,0,0
0,-1490,66390,0,0,0,107,-14,26,-1,0
0,-1490,66390,0,0,0,107,-14,26,0,0
0,-1490,66390,0,533,0,107,-14,26,0,0
