0,0,0,25400,0
0,0,0,25401,0
0,0,0,25406,0
0,0,0,25432,0
0,0,0,25441,0
0,0,0,25466,0
0,0,0,25474,0
0,0,0,25485,0
0,0,0,25523,0
0,0,0,25538,0
0,0,0,25540,0
0,0,0,25592,0
0,0,0,25599,0
0,0,0,25601,0
0,0,0,25606,0
0,0,0,25607,0
0,0,0,25614,0
0,0,0,25631,0
0,0,0,25641,0
0,0,0,25661,0
0,0,0,25666,0
0,0,0,25670,0
0,0,0,25674,0
0,0,0,25676,0
0,0,0,25683,0
0,0,0,25684,0
0,0,0,25685,0
0,0,0,25690,0
0,0,0,25698,0
0,0,0,25699,0
0,0,0,25703,0
0,0,0,25705,0
0,0,0,25709,0
0,0,0,25710,0
0,0,0,25712,0
0,0,0,25713,0
0,0,0,25715,0
0,0,0,25716,0
0,0,0,25717,0
0,0,0,25718,0
0,0,0,25721,0
0,0,0,25724,0
0,0,0,25726,0
0,0,0,25727,0
0,0,0,25728,0
0,0,0,25729,0
0,0,0,25730,0
0,0,0,25732,0
0,0,0,25733,0
0,0,0,25735,0
0,0,0,25736,0
0,0,0,25739,0
0,0,0,25741,0
0,0,0,25742,0
0,0,0,25743,0
0,0,0,25744,0
0,0,0,25745,0
0,0,0,25746,0
0,0,0,25747,0
0,0,0,25748,0
0,0,0,25749,0
0,0,0,25750,0
0,0,0,25751,0
0,0,0,25752,0
0,0,0,25753,0
0,0,0,25754,0
0,0,0,25755,0
0,0,0,25756,0
0,0,0,25757,0
0,0,0,25758,0
0,0,0,25759,0
0,0,0,25760,0
0,0,0,25761,0
0,0,0,25762,0
0,0,0,25763,0
0,0,0,25764,0
0,0,0,25765,0
0,0,0,25766,0
0,0,0,25767,0
0,0,0,25768,0
0,0,0,25769,0
0,0,0,25770,0
0,0,0,25771,0
0,0,0,25772,0
0,0,0,25773,0
0,0,0,25774,0
0,0,0,25775,0
0,0,0,25776,0
0,0,0,25777,0
0,0,0,25778,0
0,0,0,25779,0
0,0,0,25780,0
0,0,0,25781,0
0,0,0,25782,0
0,0,0,25783,0
0,0,0,25784,0
0,0,0,25785,0
0,0,0,25786,0
0,0,0,25787,0
0,0,0,25788,0
0,0,0,25790,0
0,0,0,25791,0
0,0,0,25792,0
0,0,0,25793,0
0,0,0,25794,0
0,0,0,25795,0
0,0,0,25798,0
0,0,0,25799,0
0,0,0,25800,0
0,0,0,25801,0
0,0,0,25802,0
0,0,0,25803,0
0,0,0,25804,0
0,0,0,25805,0
0,0,0,25806,0
0,0,0,25808,0
0,0,0,25811,0
0,0,0,25812,0
0,0,0,25817,0
0,0,0,25818,0
0,0,0,25819,0
0,0,0,25828,0
0,0,0,25829,0
0,0,0,25830,0
0,0,0,25835,0
0,0,0,25838,0
0,0,0,25841,0
0,0,0,25847,0
0,0,0,25857,0
0,0,0,25858,0
0,0,0,25870,0
0,0,0,25875,0
0,0,0,25911,0
0,0,0,25934,0
0,0,0,25936,0
0,0,0,25960,0
0,0,0,25965,0
0,0,0,25983,0
0,0,0,25986,0
0,0,0,25990,0
0,0,0,26009,0
0,0,0,26011,0
0,0,0,26030,0
0,0,0,26035,0
0,0,0,26139,0
0,0,0,38916,0
0,0,0,39007,0
0,0,0,39010,0
0,0,0,39048,0
0,0,0,39080,0
0,0,0,39086,0
0,0,0,39110,0
0,0,0,39119,0
0,0,0,39124,0
0,0,0,39127,0
0,0,0,39128,0
0,0,0,39134,0
0,0,0,39137,0
0,0,0,39152,0
0,0,0,39155,0
0,0,0,39156,0
0,0,0,39158,0
0,0,0,39159,0
0,0,0,39160,0
0,0,0,39161,0
0,0,0,39162,0
0,0,0,39163,0
0,0,0,39164,0
0,0,0,39167,0
0,0,0,39171,0
0,0,0,39172,0
0,0,0,39173,0
0,0,0,39180,0
0,0,0,39185,0
0,0,0,39186,0
0,0,0,39187,0
0,0,0,39188,0
0,0,0,39189,0
0,0,0,39190,0
0,0,0,39194,0
0,0,0,39197,0
0,0,0,39198,0
0,0,0,39201,0
0,0,0,39203,0
0,0,0,39205,0
0,0,0,39207,0
0,0,0,39208,0
0,0,0,39210,0
0,0,0,39212,0
0,0,0,39213,0
0,0,0,39214,0
0,0,0,39215,0
0,0,0,39216,0
0,0,0,39217,0
0,0,0,39218,0
0,0,0,39220,0
0,0,0,39221,0
0,0,0,39222,0
0,0,0,39223,0
0,0,0,39225,0
0,0,0,39226,0
0,0,0,39227,0
0,0,0,39228,0
0,0,0,39229,0
0,0,0,39230,0
0,0,0,39232,0
0,0,0,39233,0
0,0,0,39234,0
0,0,0,39235,0
0,0,0,39236,0
0,0,0,39237,0
0,0,0,39238,0
0,0,0,39239,0
0,0,0,39240,0
0,0,0,39241,0
0,0,0,39242,0
0,0,0,39243,0
0,0,0,39244,0
0,0,0,39245,0
0,0,0,39246,0
0,0,0,39247,0
0,0,0,39248,0
0,0,0,39249,0
0,0,0,39250,0
0,0,0,39251,0
0,0,0,39252,0
0,0,0,39253,0
0,0,0,39254,0
0,0,0,39255,0
0,0,0,39256,0
0,0,0,39257,0
